spectra noise
S/N ratio \sn1993ac-19931016.49-mmt inf
S/N ratio \sn1993ac-19931020.52-mmt inf
S/N ratio \sn1993ae-19931213.11-mmt inf
S/N ratio \sn1994ae-19941129.51-fast 123.990808435
S/N ratio \sn1994ae-19941130.49-fast 137.218074829
S/N ratio \sn1994ae-19941201.50-fast 150.102991241
S/N ratio \sn1994ae-19941202.53-fast 87.5396424204
S/N ratio \sn1994ae-19941203.54-fast 100.664012072
S/N ratio \sn1994ae-19941204.53-fast 94.6039568513
S/N ratio \sn1994ae-19941207.47-fast 109.944692625
S/N ratio \sn1994ae-19941207.55-mmt inf
S/N ratio \sn1994ae-19941208.55-fast 116.993156122
S/N ratio \sn1994ae-19941209.50-fast 113.480845902
S/N ratio \sn1994ae-19941228.49-fast 95.0294043909
S/N ratio \sn1994ae-19950103.48-fast 34.9616694736
S/N ratio \sn1994ae-19950107.37-fast 48.6980804191
S/N ratio \sn1994ae-19950131.40-fast 29.520224654
S/N ratio \sn1994ae-19950206.45-fast 22.9300217694
S/N ratio \sn1994ae-19950224.33-fast 24.243853896
S/N ratio \sn1994ae-19950501.20-fast 16.4300076664
S/N ratio \sn1994ae-19951202.47-mmt inf
S/N ratio sn1994D-19940310.36-mmt inf
S/N ratio sn1994D-19940311.41-fast 46.2859082966
S/N ratio sn1994D-19940313.31-fast 41.3955764044
S/N ratio sn1994D-19940315.36-mmt inf
S/N ratio sn1994D-19940316.37-fast 183.127898553
S/N ratio sn1994D-19940317.35-fast 137.563490764
S/N ratio sn1994D-19940318.36-fast 147.004470115
S/N ratio sn1994D-19940321.35-fast 143.508679821
S/N ratio sn1994D-19940401.28-fast 90.1014794926
S/N ratio sn1994D-19940403.36-fast 88.6552619088
S/N ratio sn1994D-19940405.34-fast 80.2596995683
S/N ratio sn1994D-19940407.42-fast 105.359540003
S/N ratio sn1994D-19940410.26-fast 80.0822036541
S/N ratio sn1994D-19940411.23-fast 57.7544313116
S/N ratio sn1994D-19940430.32-fast 32.8598485135
S/N ratio sn1994D-19940503.25-fast 38.0305764888
S/N ratio sn1994D-19940506.28-fast 11.9762622578
S/N ratio sn1994D-19940510.16-fast 35.6577729744
S/N ratio sn1994D-19940515.20-fast 19.6021106915
S/N ratio sn1994D-19940516.18-fast 18.7289369568
S/N ratio sn1994D-19940517.17-fast 17.0500585006
S/N ratio sn1994D-19940519.18-fast 22.2747450966
S/N ratio sn1994D-19940602.18-fast 16.6942212422
S/N ratio sn1994D-19940604.22-fast 14.0879620118
S/N ratio sn1994D-19940612.23-mmt inf
S/N ratio sn1994D-19951124.46-mmt inf
S/N ratio sn1994M-19940504.15-fast 13.8602235972
S/N ratio sn1994M-19940505.17-fast 13.895512021
S/N ratio sn1994M-19940506.26-fast 8.41951504877
S/N ratio sn1994M-19940507.29-fast 6.69089227809
S/N ratio sn1994M-19940508.26-fast 9.77948018345
S/N ratio sn1994M-19940509.23-fast 10.7631775118
S/N ratio sn1994M-19940514.29-mmt inf
S/N ratio sn1994M-19940612.22-mmt inf
S/N ratio sn1994Q-19940604.39-fast 11.5181531048
S/N ratio sn1994Q-19940605.35-fast 12.5595636809
S/N ratio sn1994Q-19940606.37-fast 17.6266861914
S/N ratio sn1994Q-19940612.32-mmt inf
S/N ratio sn1994S-19940611.28-fast 39.4952861523
S/N ratio sn1994S-19940612.26-mmt inf
S/N ratio sn1994S-19940616.24-fast 28.5796929951
S/N ratio sn1994S-19940712.18-fast 11.3126491764
S/N ratio sn1994T-19940611.21-fast 4.32381003044
S/N ratio sn1994T-19940612.19-fast 3.62813221224
S/N ratio sn1994T-19940612.25-mmt inf
S/N ratio sn1994T-19940613.19-fast 3.50137410416
S/N ratio sn1994T-19940616.23-fast 3.88151043191
S/N ratio \sn1995ac-19950927.31-fast 20.2503033175
S/N ratio \sn1995ac-19950929.27-fast 18.1612565139
S/N ratio \sn1995ac-19951028.23-fast 20.5312691277
S/N ratio \sn1995ac-19951123.07-mmt inf
S/N ratio \sn1995ak-19951114.25-fast 31.2406138148
S/N ratio \sn1995ak-19951118.33-fast 21.3617094006
S/N ratio \sn1995ak-19951123.38-fast 22.6008495991
S/N ratio \sn1995ak-19951127.26-fast 10.2122438153
S/N ratio \sn1995ak-19951222.23-fast 8.13671284476
S/N ratio \sn1995ak-19960115.17-fast 14.0626683345
S/N ratio \sn1995al-19951114.52-fast 154.38733207
S/N ratio \sn1995al-19951116.51-fast 136.076940598
S/N ratio \sn1995al-19951118.53-fast 62.4219095388
S/N ratio \sn1995al-19951121.45-fast 115.20430824
S/N ratio \sn1995al-19951123.54-fast 100.5626661
S/N ratio \sn1995al-19951124.51-mmt 103.722633578
S/N ratio \sn1995al-19951124.53-fast 92.4428840656
S/N ratio \sn1995al-19951126.46-fast 24.5986956746
S/N ratio \sn1995al-19951127.52-fast 92.2629955048
S/N ratio \sn1995al-19951203.40-mmt inf
S/N ratio \sn1995al-19951222.47-fast 65.0429784811
S/N ratio \sn1995al-19960115.35-fast 45.8330253233
S/N ratio \sn1995al-19960210.31-fast 30.1696513265
S/N ratio \sn1995bd-19951223.34-fast 19.2658159185
S/N ratio \sn1995bd-19951225.27-fast 10.3388790792
S/N ratio \sn1995bd-19951226.26-fast 25.7417859545
S/N ratio \sn1995bd-19951228.25-fast 40.8686823412
S/N ratio \sn1995bd-19960115.24-fast 37.0861022393
